Id,Category
2098,entailment
2099,neutral
2100,neutral
2101,entailment
2102,neutral
2103,contradiction
2104,entailment
2105,entailment
2106,entailment
2107,neutral
2108,neutral
2109,entailment
2110,neutral
2111,neutral
2112,neutral
2113,entailment
2114,neutral
2115,neutral
2116,neutral
2117,neutral
2118,neutral
2119,entailment
2120,entailment
2121,neutral
2122,neutral
2123,neutral
2124,entailment
2125,entailment
2126,neutral
2127,neutral
2128,contradiction
2129,neutral
2130,entailment
2131,neutral
2132,contradiction
2133,neutral
2134,entailment
2135,neutral
2136,entailment
2137,entailment
2138,neutral
2139,neutral
2140,neutral
2141,neutral
2142,neutral
2143,neutral
2144,entailment
2145,contradiction
2146,entailment
2147,contradiction
2148,neutral
2149,neutral
2150,contradiction
2151,entailment
2152,entailment
2153,contradiction
2154,contradiction
2155,entailment
2156,entailment
2157,entailment
2158,neutral
2159,entailment
2160,neutral
2161,neutral
2162,contradiction
2163,entailment
2164,entailment
2165,neutral
2166,entailment
2167,entailment
2168,entailment
2169,entailment
2170,neutral
2171,contradiction
2172,neutral
2173,contradiction
2174,neutral
2175,entailment
2176,entailment
2177,entailment
2178,entailment
2179,neutral
2180,contradiction
2181,entailment
2182,neutral
2183,entailment
2184,neutral
2185,contradiction
2186,contradiction
2187,entailment
2188,neutral
2189,entailment
2190,contradiction
2191,entailment
2192,contradiction
2193,contradiction
2194,entailment
2195,entailment
2196,neutral
2197,neutral
2198,contradiction
2199,entailment
2200,neutral
2201,neutral
2202,entailment
2203,neutral
2204,entailment
2205,entailment
2206,entailment
2207,neutral
2208,entailment
2209,neutral
2210,neutral
2211,entailment
2212,neutral
2213,contradiction
2214,neutral
2215,entailment
2216,neutral
2217,contradiction
2218,entailment
2219,contradiction
2220,entailment
2221,neutral
2222,entailment
2223,entailment
2224,neutral
2225,neutral
2226,entailment
2227,neutral
2228,neutral
2229,contradiction
2230,neutral
2231,neutral
2232,neutral
2233,entailment
2234,contradiction
2235,entailment
2236,neutral
2237,neutral
2238,neutral
2239,neutral
2240,entailment
2241,entailment
2242,neutral
2243,neutral
2244,entailment
2245,entailment
2246,neutral
2247,contradiction
2248,neutral
2249,entailment
2250,neutral
2251,neutral
2252,contradiction
2253,neutral
2254,neutral
2255,entailment
2256,neutral
2257,neutral
2258,contradiction
2259,neutral
2260,entailment
2261,neutral
2262,entailment
2263,entailment
2264,entailment
2265,contradiction
2266,entailment
2267,neutral
2268,entailment
2269,neutral
2270,neutral
2271,neutral
2272,contradiction
2273,neutral
2274,entailment
2275,contradiction
2276,contradiction
2277,neutral
2278,neutral
2279,entailment
2280,entailment
2281,entailment
2282,neutral
2283,contradiction
2284,neutral
2285,neutral
2286,contradiction
2287,neutral
2288,neutral
2289,entailment
2290,neutral
2291,entailment
2292,entailment
2293,neutral
2294,entailment
2295,entailment
2296,neutral
2297,neutral
2298,contradiction
2299,neutral
2300,entailment
2301,neutral
2302,entailment
2303,neutral
2304,contradiction
2305,neutral
2306,entailment
2307,entailment
2308,neutral
2309,entailment
2310,neutral
2311,neutral
2312,neutral
2313,neutral
2314,entailment
2315,contradiction
2316,contradiction
2317,entailment
2318,entailment
2319,contradiction
2320,entailment
2321,neutral
2322,neutral
2323,entailment
2324,neutral
2325,neutral
2326,neutral
2327,entailment
2328,neutral
2329,neutral
2330,neutral
2331,entailment
2332,entailment
2333,neutral
2334,entailment
2335,entailment
2336,contradiction
2337,contradiction
2338,neutral
2339,contradiction
2340,entailment
2341,neutral
2342,contradiction
2343,entailment
2344,neutral
2345,contradiction
2346,neutral
2347,neutral
2348,entailment
2349,neutral
2350,neutral
2351,entailment
2352,neutral
2353,neutral
2354,neutral
2355,contradiction
2356,neutral
2357,neutral
2358,entailment
2359,entailment
2360,neutral
2361,entailment
2362,neutral
2363,neutral
2364,neutral
2365,neutral
2366,entailment
2367,entailment
2368,entailment
2369,entailment
2370,entailment
2371,neutral
2372,entailment
2373,neutral
2374,neutral
2375,entailment
2376,contradiction
2377,entailment
2378,entailment
2379,entailment
2380,entailment
2381,neutral
2382,neutral
2383,neutral
2384,entailment
2385,neutral
2386,entailment
2387,neutral
2388,neutral
2389,neutral
2390,neutral
2391,neutral
2392,neutral
2393,entailment
2394,contradiction
2395,neutral
2396,neutral
2397,neutral
2398,neutral
2399,neutral
2400,contradiction
2401,neutral
2402,entailment
2403,neutral
2404,entailment
2405,entailment
2406,neutral
2407,entailment
2408,contradiction
2409,entailment
2410,neutral
2411,contradiction
2412,entailment
2413,entailment
2414,contradiction
2415,neutral
2416,neutral
2417,neutral
2418,contradiction
2419,neutral
2420,neutral
2421,contradiction
2422,neutral
2423,entailment
2424,entailment
2425,entailment
2426,neutral
2427,neutral
2428,contradiction
2429,entailment
2430,entailment
2431,neutral
2432,entailment
2433,entailment
2434,neutral
2435,entailment
2436,neutral
2437,neutral
2438,entailment
2439,entailment
2440,neutral
2441,neutral
2442,entailment
2443,neutral
2444,entailment
2445,neutral
2446,neutral
2447,entailment
2448,neutral
2449,neutral
2450,neutral
2451,contradiction
2452,neutral
2453,neutral
2454,neutral
2455,entailment
2456,neutral
2457,contradiction
2458,entailment
2459,entailment
2460,neutral
2461,entailment
2462,contradiction
2463,contradiction
2464,entailment
2465,entailment
2466,entailment
2467,entailment
2468,neutral
2469,neutral
2470,neutral
2471,neutral
2472,neutral
2473,neutral
2474,neutral
2475,contradiction
2476,entailment
2477,entailment
2478,neutral
2479,entailment
2480,neutral
2481,neutral
2482,entailment
2483,entailment
2484,entailment
2485,neutral
2486,neutral
2487,entailment
2488,neutral
2489,neutral
2490,contradiction
2491,contradiction
2492,contradiction
2493,neutral
2494,neutral
2495,entailment
2496,neutral
2497,neutral
2498,contradiction
2499,entailment
2500,neutral
2501,contradiction
2502,contradiction
2503,entailment
2504,neutral
2505,entailment
2506,entailment
2507,neutral
2508,entailment
2509,neutral
2510,entailment
2511,neutral
2512,contradiction
2513,neutral
2514,neutral
2515,neutral
2516,neutral
2517,neutral
2518,neutral
2519,neutral
2520,neutral
2521,entailment
2522,neutral
2523,neutral
2524,neutral
2525,entailment
2526,entailment
2527,entailment
2528,neutral
2529,neutral
2530,entailment
2531,entailment
2532,neutral
2533,entailment
2534,neutral
2535,neutral
2536,neutral
2537,neutral
2538,neutral
2539,neutral
2540,entailment
2541,neutral
2542,entailment
2543,contradiction
2544,neutral
2545,entailment
2546,entailment
2547,neutral
2548,entailment
2549,neutral
2550,neutral
2551,entailment
2552,entailment
2553,neutral
2554,entailment
2555,neutral
2556,neutral
2557,neutral
2558,neutral
2559,neutral
2560,entailment
2561,neutral
2562,neutral
2563,neutral
2564,neutral
2565,entailment
2566,neutral
2567,neutral
2568,neutral
2569,neutral
2570,neutral
2571,neutral
2572,neutral
2573,neutral
2574,neutral
2575,neutral
2576,entailment
2577,contradiction
2578,neutral
2579,neutral
2580,entailment
2581,neutral
2582,neutral
2583,neutral
2584,neutral
2585,neutral
2586,contradiction
2587,entailment
2588,neutral
2589,contradiction
2590,neutral
2591,entailment
2592,neutral
2593,neutral
2594,entailment
2595,neutral
2596,neutral
2597,neutral
2598,entailment
2599,neutral
2600,neutral
2601,entailment
2602,entailment
2603,neutral
2604,entailment
2605,neutral
2606,entailment
2607,neutral
2608,entailment
2609,neutral
2610,entailment
2611,contradiction
2612,entailment
2613,neutral
2614,contradiction
2615,neutral
2616,neutral
2617,entailment
2618,neutral
2619,entailment
2620,neutral
2621,entailment
2622,entailment
2623,neutral
2624,neutral
2625,entailment
2626,neutral
2627,entailment
2628,entailment
2629,neutral
2630,entailment
2631,entailment
2632,entailment
2633,neutral
2634,contradiction
2635,entailment
2636,neutral
2637,neutral
2638,neutral
2639,neutral
2640,neutral
2641,neutral
2642,entailment
2643,neutral
2644,neutral
2645,neutral
2646,neutral
2647,neutral
2648,neutral
2649,entailment
2650,neutral
2651,neutral
2652,contradiction
2653,contradiction
2654,neutral
2655,contradiction
2656,neutral
2657,entailment
2658,neutral
2659,neutral
2660,neutral
2661,neutral
2662,neutral
2663,neutral
2664,contradiction
2665,neutral
2666,contradiction
2667,neutral
2668,neutral
2669,neutral
2670,entailment
2671,neutral
2672,neutral
2673,neutral
2674,entailment
2675,neutral
2676,neutral
2677,neutral
2678,neutral
2679,entailment
2680,neutral
2681,entailment
2682,neutral
2683,contradiction
2684,contradiction
2685,contradiction
2686,neutral
2687,contradiction
2688,entailment
2689,neutral
2690,neutral
2691,neutral
2692,entailment
2693,entailment
2694,neutral
2695,entailment
2696,entailment
2697,neutral
2698,neutral
2699,neutral
2700,neutral
2701,contradiction
2702,entailment
2703,entailment
2704,neutral
2705,entailment
2706,contradiction
2707,neutral
2708,entailment
2709,neutral
2710,entailment
2711,entailment
2712,entailment
2713,neutral
2714,entailment
2715,entailment
2716,entailment
2717,contradiction
2718,entailment
2719,neutral
2720,entailment
2721,neutral
2722,contradiction
2723,entailment
2724,neutral
2725,entailment
2726,neutral
2727,neutral
2728,contradiction
2729,entailment
2730,entailment
2731,contradiction
2732,entailment
2733,neutral
2734,contradiction
2735,contradiction
2736,contradiction
2737,neutral
2738,neutral
2739,entailment
2740,entailment
2741,entailment
2742,neutral
2743,neutral
2744,neutral
2745,entailment
2746,neutral
2747,contradiction
2748,neutral
2749,entailment
2750,contradiction
2751,neutral
2752,contradiction
2753,entailment
2754,entailment
2755,neutral
2756,neutral
2757,neutral
2758,entailment
2759,entailment
2760,contradiction
2761,contradiction
2762,neutral
2763,entailment
2764,entailment
2765,neutral
2766,contradiction
2767,neutral
2768,contradiction
2769,neutral
2770,contradiction
2771,contradiction
2772,neutral
2773,entailment
2774,neutral
2775,entailment
2776,contradiction
2777,neutral
2778,neutral
2779,neutral
2780,neutral
2781,contradiction
2782,contradiction
2783,neutral
2784,neutral
2785,entailment
2786,contradiction
2787,neutral
2788,neutral
2789,entailment
2790,neutral
2791,entailment
2792,neutral
2793,neutral
2794,neutral
2795,neutral
2796,neutral
2797,neutral
2798,entailment
2799,entailment
2800,entailment
2801,neutral
2802,neutral
2803,neutral
2804,neutral
2805,entailment
2806,neutral
2807,neutral
2808,neutral
2809,neutral
2810,neutral
2811,contradiction
2812,entailment
2813,neutral
2814,contradiction
2815,entailment
2816,neutral
2817,entailment
2818,neutral
2819,entailment
2820,neutral
2821,entailment
2822,contradiction
2823,neutral
2824,neutral
2825,neutral
2826,neutral
2827,neutral
2828,entailment
2829,neutral
2830,contradiction
2831,neutral
2832,entailment
2833,neutral
2834,neutral
2835,neutral
2836,neutral
2837,contradiction
2838,entailment
2839,contradiction
2840,neutral
2841,entailment
2842,neutral
2843,neutral
2844,entailment
2845,entailment
2846,neutral
2847,neutral
2848,neutral
2849,neutral
2850,neutral
2851,entailment
2852,entailment
2853,entailment
2854,entailment
2855,neutral
2856,contradiction
2857,neutral
2858,neutral
2859,contradiction
2860,entailment
2861,entailment
2862,neutral
2863,contradiction
2864,neutral
2865,neutral
2866,neutral
2867,neutral
2868,entailment
2869,neutral
2870,entailment
2871,contradiction
2872,neutral
2873,contradiction
2874,entailment
2875,entailment
2876,entailment
2877,neutral
2878,neutral
2879,neutral
2880,neutral
2881,neutral
2882,entailment
2883,neutral
2884,entailment
2885,contradiction
2886,neutral
2887,entailment
2888,neutral
2889,neutral
2890,neutral
2891,entailment
2892,neutral
2893,entailment
2894,neutral
2895,neutral
2896,entailment
2897,neutral
2898,neutral
2899,neutral
2900,neutral
2901,entailment
2902,neutral
2903,entailment
2904,neutral
2905,neutral
2906,contradiction
2907,neutral
2908,contradiction
2909,entailment
2910,contradiction
2911,contradiction
2912,entailment
2913,neutral
2914,neutral
2915,contradiction
2916,entailment
2917,neutral
2918,neutral
2919,neutral
2920,neutral
2921,neutral
2922,entailment
2923,neutral
2924,neutral
2925,neutral
2926,entailment
2927,neutral
2928,neutral
2929,entailment
2930,neutral
2931,contradiction
2932,neutral
2933,contradiction
2934,entailment
2935,neutral
2936,contradiction
2937,neutral
2938,neutral
2939,contradiction
2940,neutral
2941,entailment
2942,entailment
2943,neutral
2944,entailment
2945,neutral
2946,neutral
2947,neutral
2948,neutral
2949,entailment
2950,entailment
2951,neutral
2952,entailment
2953,contradiction
2954,neutral
2955,neutral
2956,entailment
2957,neutral
2958,entailment
2959,contradiction
2960,neutral
2961,contradiction
2962,entailment
2963,neutral
2964,entailment
2965,contradiction
2966,neutral
2967,neutral
2968,contradiction
2969,entailment
2970,neutral
2971,neutral
2972,entailment
2973,neutral
2974,contradiction
2975,neutral
2976,neutral
2977,contradiction
2978,neutral
2979,neutral
2980,neutral
2981,neutral
2982,neutral
2983,contradiction
2984,neutral
2985,neutral
2986,neutral
2987,neutral
2988,entailment
2989,entailment
2990,contradiction
2991,entailment
2992,neutral
2993,contradiction
2994,neutral
2995,entailment
2996,contradiction
2997,entailment
2998,neutral
2999,neutral
3000,neutral
3001,entailment
3002,contradiction
3003,contradiction
3004,neutral
3005,neutral
3006,entailment
3007,entailment
3008,entailment
3009,entailment
3010,contradiction
3011,entailment
3012,neutral
3013,entailment
3014,neutral
3015,neutral
3016,entailment
3017,neutral
3018,entailment
3019,neutral
3020,entailment
3021,neutral
3022,entailment
3023,contradiction
3024,neutral
3025,entailment
3026,entailment
3027,neutral
3028,neutral
3029,neutral
3030,contradiction
3031,neutral
3032,entailment
3033,neutral
3034,neutral
3035,neutral
3036,contradiction
3037,entailment
3038,neutral
3039,neutral
3040,entailment
3041,neutral
3042,entailment
3043,neutral
3044,neutral
3045,entailment
3046,neutral
3047,neutral
3048,neutral
3049,neutral
3050,neutral
3051,neutral
3052,contradiction
3053,entailment
3054,entailment
3055,entailment
3056,neutral
3057,neutral
3058,neutral
3059,entailment
3060,contradiction
3061,neutral
3062,neutral
3063,entailment
3064,neutral
3065,entailment
3066,neutral
3067,entailment
3068,contradiction
3069,neutral
3070,contradiction
3071,entailment
3072,neutral
3073,neutral
3074,neutral
3075,neutral
3076,neutral
3077,neutral
3078,neutral
3079,neutral
3080,entailment
3081,neutral
3082,entailment
3083,neutral
3084,neutral
3085,entailment
3086,contradiction
3087,entailment
3088,contradiction
3089,neutral
3090,neutral
3091,contradiction
3092,neutral
3093,neutral
3094,neutral
3095,entailment
3096,neutral
3097,neutral
3098,entailment
3099,neutral
3100,neutral
3101,neutral
3102,neutral
3103,neutral
3104,entailment
3105,neutral
3106,neutral
3107,neutral
3108,contradiction
3109,neutral
3110,neutral
3111,neutral
3112,entailment
3113,entailment
3114,neutral
3115,entailment
3116,entailment
3117,entailment
3118,neutral
3119,neutral
3120,neutral
3121,entailment
3122,neutral
3123,contradiction
3124,neutral
3125,neutral
3126,neutral
3127,entailment
3128,contradiction
3129,neutral
3130,neutral
3131,entailment
3132,entailment
3133,neutral
3134,contradiction
3135,neutral
3136,neutral
3137,entailment
3138,entailment
3139,neutral
3140,entailment
3141,entailment
3142,neutral
3143,neutral
3144,neutral
3145,neutral
3146,entailment
3147,neutral
3148,neutral
3149,entailment
3150,neutral
3151,neutral
3152,entailment
3153,entailment
3154,neutral
3155,entailment
3156,neutral
3157,neutral
3158,contradiction
3159,neutral
3160,neutral
3161,entailment
3162,contradiction
3163,contradiction
3164,neutral
3165,entailment
3166,entailment
3167,neutral
3168,entailment
3169,contradiction
3170,entailment
3171,neutral
3172,contradiction
3173,entailment
3174,entailment
3175,neutral
3176,neutral
3177,entailment
3178,entailment
3179,contradiction
3180,contradiction
3181,entailment
3182,neutral
3183,entailment
3184,entailment
3185,neutral
3186,entailment
3187,contradiction
3188,entailment
3189,entailment
3190,neutral
3191,contradiction
3192,neutral
3193,neutral
3194,neutral
3195,neutral
3196,neutral
3197,entailment
3198,neutral
3199,neutral
3200,contradiction
3201,contradiction
3202,neutral
3203,neutral
3204,entailment
3205,contradiction
3206,neutral
3207,entailment
3208,entailment
3209,neutral
3210,neutral
3211,neutral
3212,entailment
3213,neutral
3214,entailment
3215,contradiction
3216,entailment
3217,neutral
3218,neutral
3219,neutral
3220,neutral
3221,neutral
3222,neutral
3223,neutral
3224,neutral
3225,neutral
3226,neutral
3227,entailment
3228,contradiction
3229,neutral
3230,contradiction
3231,neutral
3232,entailment
3233,neutral
3234,contradiction
3235,entailment
3236,neutral
3237,contradiction
3238,contradiction
3239,neutral
3240,entailment
3241,neutral
3242,entailment
3243,neutral
3244,entailment
3245,neutral
3246,neutral
3247,neutral
3248,neutral
3249,neutral
3250,neutral
3251,neutral
3252,neutral
3253,neutral
3254,entailment
3255,contradiction
3256,neutral
3257,neutral
3258,contradiction
3259,neutral
3260,neutral
3261,neutral
3262,contradiction
3263,entailment
3264,contradiction
3265,contradiction
3266,neutral
3267,contradiction
3268,neutral
3269,neutral
3270,entailment
3271,entailment
3272,neutral
3273,neutral
3274,neutral
3275,entailment
3276,entailment
3277,entailment
3278,contradiction
3279,entailment
3280,contradiction
3281,neutral
3282,entailment
3283,neutral
3284,entailment
3285,neutral
3286,neutral
3287,neutral
3288,neutral
3289,contradiction
3290,entailment
3291,neutral
3292,entailment
3293,entailment
3294,entailment
3295,neutral
3296,neutral
3297,neutral
3298,neutral
3299,neutral
3300,entailment
3301,neutral
3302,neutral
3303,entailment
3304,neutral
3305,neutral
3306,neutral
3307,entailment
3308,contradiction
3309,neutral
3310,contradiction
3311,neutral
3312,neutral
3313,neutral
3314,neutral
3315,neutral
3316,entailment
3317,entailment
3318,contradiction
3319,entailment
3320,entailment
3321,neutral
3322,neutral
3323,neutral
3324,neutral
3325,neutral
3326,entailment
3327,neutral
3328,entailment
3329,neutral
3330,entailment
3331,contradiction
3332,neutral
3333,entailment
3334,entailment
3335,entailment
3336,neutral
3337,neutral
3338,neutral
3339,neutral
3340,neutral
3341,contradiction
3342,neutral
3343,neutral
3344,entailment
3345,neutral
3346,neutral
3347,neutral
3348,entailment
3349,contradiction
3350,entailment
3351,neutral
3352,neutral
3353,neutral
3354,neutral
3355,entailment
3356,entailment
3357,entailment
3358,entailment
3359,entailment
3360,neutral
3361,contradiction
3362,contradiction
3363,neutral
3364,entailment
3365,neutral
3366,neutral
3367,contradiction
3368,entailment
3369,contradiction
3370,contradiction
3371,neutral
3372,contradiction
3373,neutral
3374,entailment
3375,neutral
3376,neutral
3377,neutral
3378,neutral
3379,entailment
3380,contradiction
3381,entailment
3382,contradiction
3383,neutral
3384,neutral
3385,neutral
3386,entailment
3387,neutral
3388,entailment
3389,neutral
3390,neutral
3391,contradiction
3392,entailment
3393,neutral
3394,entailment
3395,entailment
3396,neutral
3397,neutral
3398,neutral
3399,neutral
3400,neutral
3401,contradiction
3402,neutral
3403,entailment
3404,entailment
3405,neutral
3406,contradiction
3407,entailment
3408,neutral
3409,neutral
3410,neutral
3411,neutral
3412,contradiction
3413,neutral
3414,neutral
3415,contradiction
3416,neutral
3417,neutral
3418,neutral
3419,neutral
3420,contradiction
3421,neutral
3422,entailment
3423,entailment
3424,contradiction
3425,entailment
3426,entailment
3427,neutral
3428,entailment
3429,entailment
3430,neutral
3431,neutral
3432,neutral
3433,neutral
3434,neutral
3435,neutral
3436,contradiction
3437,neutral
3438,contradiction
3439,entailment
3440,entailment
3441,neutral
3442,neutral
3443,entailment
3444,neutral
3445,neutral
3446,entailment
3447,entailment
3448,neutral
3449,entailment
3450,entailment
3451,entailment
3452,contradiction
3453,neutral
3454,neutral
3455,entailment
3456,entailment
3457,neutral
3458,neutral
3459,neutral
3460,contradiction
3461,neutral
3462,neutral
3463,neutral
3464,neutral
3465,neutral
3466,entailment
3467,contradiction
3468,neutral
3469,neutral
3470,neutral
3471,neutral
3472,entailment
3473,contradiction
3474,neutral
3475,neutral
3476,neutral
3477,neutral
3478,neutral
3479,neutral
3480,neutral
3481,neutral
3482,entailment
3483,entailment
3484,neutral
3485,neutral
3486,entailment
3487,neutral
3488,neutral
3489,neutral
3490,neutral
3491,neutral
3492,neutral
3493,neutral
3494,contradiction
3495,neutral
3496,contradiction
3497,neutral
3498,neutral
3499,neutral
3500,neutral
3501,neutral
3502,neutral
3503,neutral
3504,contradiction
3505,contradiction
3506,entailment
3507,neutral
3508,neutral
3509,entailment
3510,neutral
3511,neutral
3512,entailment
3513,entailment
3514,neutral
3515,contradiction
3516,neutral
3517,entailment
3518,contradiction
3519,neutral
3520,neutral
3521,neutral
3522,contradiction
3523,neutral
3524,entailment
3525,contradiction
3526,neutral
3527,contradiction
3528,entailment
3529,neutral
3530,neutral
3531,neutral
3532,neutral
3533,neutral
3534,entailment
3535,contradiction
3536,neutral
3537,neutral
3538,neutral
3539,neutral
3540,neutral
3541,entailment
3542,neutral
3543,entailment
3544,contradiction
3545,neutral
3546,entailment
3547,neutral
3548,contradiction
3549,entailment
3550,neutral
3551,entailment
3552,contradiction
3553,neutral
3554,contradiction
3555,neutral
3556,entailment
3557,neutral
3558,neutral
3559,neutral
3560,neutral
3561,entailment
3562,entailment
3563,neutral
3564,neutral
3565,neutral
3566,entailment
3567,neutral
3568,entailment
3569,entailment
3570,neutral
3571,entailment
3572,neutral
3573,neutral
3574,neutral
3575,neutral
3576,neutral
3577,neutral
3578,neutral
3579,neutral
3580,neutral
3581,entailment
3582,entailment
3583,neutral
3584,neutral
3585,contradiction
3586,neutral
3587,neutral
3588,entailment
3589,entailment
3590,neutral
3591,entailment
3592,neutral
3593,neutral
3594,neutral
3595,entailment
3596,entailment
3597,neutral
3598,neutral
3599,entailment
3600,neutral
3601,neutral
3602,entailment
3603,entailment
3604,entailment
3605,neutral
3606,neutral
3607,neutral
3608,neutral
3609,neutral
3610,neutral
3611,neutral
3612,neutral
3613,neutral
3614,entailment
3615,entailment
3616,entailment
3617,neutral
3618,neutral
3619,neutral
3620,entailment
3621,contradiction
3622,contradiction
3623,neutral
3624,neutral
3625,entailment
3626,entailment
3627,entailment
3628,neutral
3629,entailment
3630,neutral
3631,entailment
3632,neutral
3633,neutral
3634,contradiction
3635,contradiction
3636,neutral
3637,entailment
3638,neutral
3639,entailment
3640,entailment
3641,neutral
3642,neutral
3643,entailment
3644,neutral
3645,neutral
3646,entailment
3647,neutral
3648,neutral
3649,neutral
3650,entailment
3651,entailment
3652,contradiction
3653,neutral
3654,entailment
3655,neutral
3656,neutral
3657,contradiction
3658,neutral
3659,contradiction
3660,contradiction
3661,neutral
3662,entailment
3663,contradiction
3664,entailment
3665,neutral
3666,entailment
3667,entailment
3668,contradiction
3669,entailment
3670,contradiction
3671,contradiction
3672,neutral
3673,entailment
3674,neutral
3675,entailment
3676,neutral
3677,entailment
3678,contradiction
3679,entailment
3680,neutral
3681,neutral
3682,contradiction
3683,neutral
3684,contradiction
3685,contradiction
3686,entailment
3687,neutral
3688,neutral
3689,entailment
3690,neutral
3691,neutral
3692,entailment
3693,neutral
3694,neutral
3695,entailment
3696,neutral
3697,neutral
3698,neutral
3699,neutral
3700,neutral
3701,contradiction
3702,neutral
3703,neutral
3704,contradiction
3705,neutral
3706,contradiction
3707,entailment
3708,neutral
3709,entailment
3710,neutral
3711,neutral
3712,entailment
3713,neutral
3714,neutral
3715,neutral
3716,contradiction
3717,contradiction
3718,contradiction
3719,neutral
3720,entailment
3721,entailment
3722,neutral
3723,neutral
3724,neutral
3725,neutral
3726,contradiction
3727,neutral
3728,entailment
3729,neutral
3730,neutral
3731,neutral
3732,entailment
3733,neutral
3734,neutral
3735,entailment
3736,entailment
3737,neutral
3738,entailment
3739,neutral
3740,neutral
3741,neutral
3742,neutral
3743,neutral
3744,contradiction
3745,contradiction
3746,neutral
3747,entailment
3748,neutral
3749,entailment
3750,neutral
3751,entailment
3752,neutral
3753,neutral
3754,neutral
3755,neutral
3756,contradiction
3757,contradiction
3758,entailment
3759,entailment
3760,entailment
3761,neutral
3762,neutral
3763,neutral
3764,entailment
3765,neutral
3766,contradiction
3767,entailment
3768,contradiction
3769,entailment
3770,entailment
3771,neutral
3772,contradiction
3773,contradiction
3774,neutral
3775,contradiction
3776,entailment
3777,neutral
3778,neutral
3779,contradiction
3780,contradiction
3781,neutral
3782,neutral
3783,neutral
3784,neutral
3785,entailment
3786,entailment
3787,neutral
3788,neutral
3789,neutral
3790,neutral
3791,contradiction
3792,neutral
3793,contradiction
3794,neutral
3795,neutral
3796,entailment
3797,neutral
3798,neutral
3799,neutral
3800,neutral
3801,contradiction
3802,neutral
3803,contradiction
3804,neutral
3805,contradiction
3806,entailment
3807,neutral
3808,entailment
3809,neutral
3810,entailment
3811,entailment
3812,neutral
3813,entailment
3814,neutral
3815,entailment
3816,neutral
3817,entailment
3818,neutral
3819,entailment
3820,contradiction
3821,neutral
3822,neutral
3823,neutral
3824,neutral
3825,neutral
3826,entailment
3827,entailment
3828,neutral
3829,contradiction
3830,entailment
3831,neutral
3832,neutral
3833,entailment
3834,neutral
3835,entailment
3836,neutral
3837,entailment
3838,contradiction
3839,neutral
3840,entailment
3841,neutral
3842,neutral
3843,entailment
3844,entailment
3845,entailment
3846,neutral
3847,neutral
3848,neutral
3849,neutral
3850,entailment
3851,contradiction
3852,neutral
3853,neutral
3854,neutral
3855,neutral
3856,entailment
3857,entailment
3858,neutral
3859,neutral
3860,neutral
3861,neutral
3862,neutral
3863,neutral
3864,neutral
3865,contradiction
3866,entailment
3867,neutral
3868,neutral
3869,entailment
3870,contradiction
3871,contradiction
3872,entailment
3873,neutral
3874,neutral
3875,neutral
3876,entailment
3877,entailment
3878,neutral
3879,neutral
3880,neutral
3881,neutral
3882,neutral
3883,neutral
3884,contradiction
3885,neutral
3886,contradiction
3887,neutral
3888,entailment
3889,neutral
3890,neutral
3891,neutral
3892,contradiction
3893,entailment
3894,neutral
3895,contradiction
3896,entailment
3897,neutral
3898,neutral
3899,neutral
3900,neutral
3901,neutral
3902,entailment
3903,entailment
3904,entailment
3905,neutral
3906,neutral
3907,neutral
3908,entailment
3909,neutral
3910,neutral
3911,neutral
3912,neutral
3913,neutral
3914,neutral
3915,neutral
3916,neutral
3917,neutral
3918,entailment
3919,contradiction
3920,entailment
3921,neutral
3922,neutral
3923,contradiction
3924,contradiction
3925,neutral
3926,neutral
3927,contradiction
3928,neutral
3929,neutral
3930,entailment
3931,neutral
3932,neutral
3933,entailment
3934,neutral
3935,neutral
3936,neutral
3937,contradiction
3938,neutral
3939,contradiction
3940,neutral
3941,contradiction
3942,entailment
3943,neutral
3944,contradiction
3945,contradiction
3946,neutral
3947,neutral
3948,neutral
3949,entailment
3950,neutral
3951,neutral
3952,contradiction
3953,contradiction
3954,neutral
3955,entailment
3956,entailment
3957,contradiction
3958,neutral
3959,neutral
3960,neutral
3961,entailment
3962,contradiction
3963,neutral
3964,neutral
3965,entailment
3966,contradiction
3967,entailment
3968,entailment
3969,neutral
3970,neutral
3971,neutral
3972,contradiction
3973,neutral
3974,neutral
3975,entailment
3976,entailment
3977,entailment
3978,entailment
3979,entailment
3980,entailment
3981,neutral
3982,entailment
3983,neutral
3984,neutral
3985,neutral
3986,neutral
3987,entailment
3988,neutral
3989,neutral
3990,entailment
3991,neutral
3992,entailment
3993,entailment
3994,entailment
3995,neutral
3996,entailment
3997,neutral
3998,entailment
3999,entailment
4000,neutral
